,Player,Short Name,Player ID,Birthdate,Team,Competition,Season,Season ID,Position Group,Minutes,PSV-99,TOP 5 PSV-99,Total Distance P90,M/min P90,Running Distance P90,HSR Distance P90,HSR Count P90,Sprinting Distance P90,Sprint Count P90,HI Distance P90,HI Count P90,Medium Acceleration Count P90,High Acceleration Count P90,Medium Deceleration Count P90,High Deceleration Count P90,Explosive Acceleration to HSR Count P90,Explosive Acceleration to Sprint Count P90,Note xPhysical,Note xPhy TOP 5 PSV-99,Note xPhy HI Distance P90,Note xPhy Total Distance P90,Note xPhy HSR Distance P90,Note xPhy Sprinting Distance P90,Note xPhy Sprint Count P90,Note xPhy High Acceleration Count P90,Note xPhy_max,xPhysical,Age
10718,Espen van Ee,E. van Ee,731279,2003-07-05,SC Heerenveen,NED - Eredivisie,2024/2025,95,Midfield,93.13,26.9,28.1,11604.53,128.94,2307.03,687.47,57.67,116.45,6.9,803.91,64.57,136.26,5.75,117.41,15.02,3.65,0.61,34,3,3,10,7,2,2,7,46,74.0,22.0
10719,Yonis Njoh,Y. Njoh,731461,2004-01-17,Viborg FF,DEN - Superliga,2024/2025,95,Wide Attacker,79.75,30.03,30.46,11321.83,125.8,1888.56,924.37,90.28,328.38,19.35,1252.75,109.62,122.2,10.96,99.14,19.83,9.67,2.9,46,4,4,7,7,7,7,10,56,82.0,21.0
10720,Tiago Daniel Rodrigues Dias,Tiago Dias,731473,1998-05-04,Casa Pia AC,POR - Primeira Liga,2023/2024,28,Wide Attacker,71.57,29.51,29.82,11766.14,130.73,1939.11,850.81,82.1,324.08,18.5,1174.89,100.6,119.47,7.9,85.87,27.49,6.29,3.77,37,0,4,7,7,7,7,5,56,66.0,27.0
10721,Francisco José Vilas Boas Pereira,Kiko Vilas Boas,731474,1999-09-08,Gil Vicente FC,POR - Primeira Liga,2023/2024,28,Full Back,80.53,30.46,30.86,10004.9,111.17,1397.34,645.02,66.42,275.73,15.81,920.76,82.22,113.36,8.46,89.73,23.79,6.71,2.39,34,4,3,3,5,7,7,5,53,64.0,26.0
10722,Gonçalo Moura Oliveira,Guga,731475,2003-10-23,Portimonense,POR - Primeira Liga,2023/2024,28,Full Back,88.67,29.19,30.32,10128.76,112.54,1445.0,730.98,71.78,289.36,17.33,1020.34,89.11,118.76,8.63,90.63,23.64,6.31,2.03,39,4,4,5,7,7,7,5,53,74.0,22.0
10723,Hélio Sandro  Oliveira Alves Varela,Hélio Varela,731477,2002-05-03,Portimonense,POR - Primeira Liga,2023/2024,28,Center Forward,98.39,30.46,31.34,10117.48,112.42,1334.96,525.18,58.54,244.01,14.52,769.19,73.07,109.66,9.72,89.53,20.35,7.2,3.32,34,10,2,5,1,5,7,4,50,68.0,23.0
10724,Hélio Sandro  Oliveira Alves Varela,Hélio Varela,731477,2002-05-03,Portimonense,POR - Primeira Liga,2023/2024,28,Wide Attacker,91.35,30.41,32.36,9807.91,108.98,1256.62,527.93,57.68,242.94,13.43,770.87,71.11,103.49,8.51,82.4,20.02,6.49,2.78,22,10,0,1,0,3,3,5,56,39.0,23.0
10725,Mohamed  Bamba,M. Bamba,731486,2001-12-10,FC Lorient,FRA - Ligue 1,2023/2024,28,Center Forward,79.4,29.26,30.36,10630.92,118.12,1774.47,717.78,70.65,242.38,14.55,960.15,85.2,110.51,12.75,90.58,21.73,9.26,3.12,38,4,4,7,7,5,7,4,50,76.0,24.0
10726,Mohamed  Bamba,M. Bamba,731486,2001-12-10,Wolfsberger AC,AUT - Bundesliga,2023/2024,28,Center Forward,90.05,29.53,30.64,9758.36,108.43,1425.27,707.89,71.3,273.69,17.41,981.58,88.7,101.53,12.16,81.54,22.82,8.91,3.25,36,4,4,3,7,7,7,4,50,72.0,24.0
10727,Sadibou Sané,S. Sané,732015,2004-06-10,FC Metz,FRA - Ligue 1,2023/2024,28,Central Defender,98.61,30.39,31.32,9267.11,102.97,1060.65,374.32,39.38,128.82,8.87,503.14,48.24,93.35,7.3,74.84,12.65,5.08,2.61,37,9,3,3,3,5,7,7,51,73.0,21.0
10728,Aloísio de Souza Genézio,Aloísio,732026,1996-05-03,Amadora,POR - Primeira Liga,2023/2024,28,Midfield,85.17,26.44,28.42,10672.2,118.58,1920.58,513.78,45.18,62.22,4.16,576.0,49.34,128.4,4.95,102.37,16.12,2.31,0.2,17,5,1,5,1,0,0,5,46,37.0,29.0
10729,Régis Ndo,R. N'Do,732027,2001-05-22,Amadora,POR - Primeira Liga,2023/2024,28,Wide Attacker,76.94,28.5,29.18,10763.54,119.59,1556.89,662.84,61.61,162.79,8.97,825.63,70.57,101.77,5.85,83.83,13.26,5.07,0.97,11,0,1,7,3,0,0,0,56,20.0,24.0
10730,Ronaldo Rodrigues Tavares,Ronaldo Tavares,732028,1997-07-22,Amadora,POR - Primeira Liga,2023/2024,28,Center Forward,76.53,31.25,32.22,9665.35,107.39,1131.87,565.67,60.94,257.44,13.79,823.11,74.73,103.81,9.09,81.25,14.65,7.27,2.78,35,14,2,1,3,7,5,3,50,70.0,28.0
10731,Johnstone Omurwa Otieno,J. Omurwa,732029,1998-09-01,Amadora,POR - Primeira Liga,2023/2024,28,Central Defender,97.65,29.23,30.76,9695.13,107.72,1233.28,436.31,42.01,133.56,8.29,569.87,50.31,108.37,5.84,80.26,15.51,3.92,1.54,41,6,4,7,7,5,7,5,51,80.0,27.0
10732,Faisal Al Ghamdi,Faisal Al Ghamdi,732074,2001-08-13,K Beerschot VA,BEL - Pro League,2024/2025,95,Midfield,94.36,28.05,29.96,11023.37,122.48,1817.64,580.19,51.55,129.49,7.31,709.68,58.86,107.64,4.0,93.7,10.17,2.59,0.5,29,10,2,7,3,2,2,3,46,63.0,24.0
10733,Juan Manuel Herzog González,Juanma Herzog,732438,2004-05-13,UD Las Palmas,ESP - LaLiga,2024/2025,95,Central Defender,94.81,28.46,29.5,8689.42,96.55,922.91,286.88,28.38,73.48,4.75,360.35,33.13,100.72,3.8,76.7,10.63,1.71,0.28,0,0,0,0,0,0,0,0,51,0.0,21.0
10734,Mathias De Amorim,M. De Amorim,733174,2004-12-10,FC Famalicão,POR - Primeira Liga,2024/2025,95,Midfield,72.3,26.7,27.3,11809.02,131.21,2454.01,812.51,69.24,128.99,7.16,941.49,76.4,125.72,4.67,100.98,16.34,2.18,0.16,30,0,4,10,7,2,2,5,46,65.0,21.0
10735,Samuel Omorodion Aghehowa,Samu Omorodion,733366,2004-05-05,FC Porto,UEFA - Europa League,2024/2025,95,Center Forward,91.46,30.59,31.32,9476.16,105.29,1162.13,633.27,65.05,276.4,15.42,909.68,80.47,104.31,10.17,81.56,19.46,7.54,2.62,37,10,3,1,5,7,7,4,50,74.0,21.0
10736,Samuel Omorodion Aghehowa,Samu Omorodion,733366,2004-05-05,FC Porto,POR - Primeira Liga,2024/2025,95,Center Forward,95.36,31.02,32.24,9074.86,100.83,1027.62,559.06,63.05,276.54,15.81,835.6,78.86,99.24,10.29,79.04,19.06,8.54,4.01,37,14,2,0,3,7,7,4,50,74.0,21.0
10737,Samuel Omorodion Aghehowa,Samu Omorodion,733366,2004-05-05,Deportivo Alavés,ESP - LaLiga,2023/2024,28,Center Forward,82.4,31.08,32.92,9685.37,107.62,1133.66,524.94,60.23,262.65,13.99,787.59,74.22,109.17,10.09,81.24,22.62,8.53,3.95,34,14,2,1,1,7,5,4,50,68.0,21.0
10738,Lucas Mincarelli Davin,L. Mincarelli,734421,2004-01-05,Montpellier Hérault SC,FRA - Ligue 1,2023/2024,28,Full Back,87.3,29.85,30.8,10772.63,119.7,1611.35,718.99,65.6,237.57,13.31,956.56,78.91,113.3,7.5,90.15,20.52,5.53,1.12,33,4,4,7,7,3,5,3,53,62.0,21.0
10739,Rodrigo Mora Carvalho,Rodrigo Mora,735644,2007-05-05,FC Porto,POR - Primeira Liga,2024/2025,95,Midfield,81.87,28.87,29.48,10599.57,117.77,1627.01,649.17,57.77,177.59,9.28,826.76,67.05,108.34,5.5,92.09,18.69,3.18,0.49,31,7,3,3,5,3,3,7,46,67.0,18.0
10740,Sidney Alexssander Pena De Lima,Sidney Lima,735655,1997-01-17,CD Santa Clara,POR - Primeira Liga,2024/2025,95,Central Defender,98.56,28.92,31.02,9009.12,100.1,1057.59,345.7,33.19,109.19,6.07,454.89,39.27,94.42,4.72,75.83,11.08,2.82,0.95,22,9,2,1,1,3,3,3,51,43.0,28.0
10741,Sérgio Miguel Lobo Araújo,Serginho,735656,1999-12-01,CD Santa Clara,POR - Primeira Liga,2024/2025,95,Midfield,76.7,27.03,28.14,10817.82,120.2,1921.29,518.99,46.73,105.72,6.08,624.71,52.81,108.39,3.63,96.97,12.16,2.13,0.53,13,3,1,5,1,1,1,1,46,28.0,26.0
10742,Ousmane Diao,O. Diao,735660,2004-06-08,FC Midtjylland,UEFA - Europa League,2024/2025,95,Central Defender,97.94,29.66,30.66,10018.8,111.32,1387.42,472.98,45.58,145.38,9.1,618.36,54.68,107.42,6.52,83.9,13.14,4.04,1.19,45,6,4,7,7,7,7,7,51,88.0,21.0
10743,Ousmane Diao,O. Diao,735660,2004-06-08,FC Midtjylland,DEN - Superliga,2024/2025,95,Central Defender,98.66,30.29,32.14,9846.6,109.41,1296.78,457.69,45.37,172.07,9.31,629.76,54.68,107.16,5.14,83.54,11.38,3.02,1.3,49,12,4,7,7,7,7,5,51,96.0,21.0
10744,Vasco Rafael Fortes Lopes,Vasco Lopes,735693,1999-09-02,AVS Futebol SAD,POR - Primeira Liga,2024/2025,95,Wide Attacker,75.82,28.89,30.04,9811.04,109.01,1380.57,597.63,57.24,211.83,10.42,809.45,67.66,110.27,7.39,86.92,22.42,5.41,1.58,8,0,1,1,1,1,1,3,56,14.0,26.0
10745,Clayton Sampaio Pereira,Clayton Sampaio,735695,2000-04-04,SC Internacional,BRA - Série A,2024/2024,29,Central Defender,100.62,30.6,30.6,8402.33,93.36,935.96,379.25,39.53,159.57,8.77,538.82,48.3,98.57,6.26,76.39,12.7,5.01,1.97,33,6,3,0,3,7,7,7,51,65.0,25.0
10746,Pedro Maria Salgueiro Costa Pessoa Carvalho,Pedro Carvalho,735708,2003-02-14,Estoril Praia,POR - Primeira Liga,2024/2025,95,Full Back,78.6,29.88,29.88,10702.9,118.92,1612.97,690.95,68.02,297.04,16.72,987.98,84.74,117.71,9.85,90.92,27.71,6.64,2.29,39,0,4,7,7,7,7,7,53,74.0,22.0
10747,Francisco Fabián Facello,F. Facello,735978,2003-01-11,CA Belgrano de Córdoba,ARG - Primera Division - 2nd Phase,2024/2024,29,Full Back,82.05,28.78,28.78,9721.14,108.01,1312.05,558.95,49.58,130.31,8.56,689.26,58.13,116.27,8.56,94.11,21.72,6.14,2.85,7,0,0,1,1,0,0,5,53,13.0,22.0
10748,Henok Teklab,H. Teklab,737128,1998-11-16,Royale Union Saint-Gilloise,BEL - Pro League,2023/2024,28,Full Back,89.25,29.19,29.9,10358.86,115.1,1615.87,753.64,65.89,242.03,13.78,995.67,79.67,120.23,7.96,92.1,25.44,6.61,1.9,31,0,4,7,7,5,5,3,53,58.0,27.0
10749,Antoniu Roca Vives,Antoniu Roca,737340,2002-05-09,RCD Espanyol,ESP - LaLiga,2024/2025,95,Wide Attacker,69.98,31.83,32.46,9855.29,109.5,1266.96,570.65,63.94,298.73,13.78,869.38,77.72,103.62,8.64,82.68,19.47,6.98,2.94,27,10,2,1,1,5,3,5,56,48.0,23.0
10750,Stiven Shpendi,S. Shpendi,737358,2003-05-19,Carrarese Calcio 1908,ITA - Serie B,2024/2025,95,Center Forward,90.47,29.32,30.06,10292.43,114.36,1359.57,632.66,58.94,206.04,11.56,838.7,70.5,101.09,8.46,84.55,16.54,6.09,1.12,26,4,3,5,5,3,3,3,50,52.0,22.0
10751,Giorgi Kvernadze,G. Kvernadze,737361,2003-02-07,Frosinone,ITA - Serie B,2024/2025,95,Wide Attacker,80.19,28.51,29.62,10322.02,114.69,1580.82,684.63,61.17,219.84,12.21,904.47,73.37,103.4,7.58,82.91,15.85,5.33,1.96,17,0,2,5,5,1,1,3,56,30.0,22.0
10752,Marwan Al Sahafi,Marwan Al Sahafi,737573,2004-02-17,K Beerschot VA,BEL - Pro League,2024/2025,95,Center Forward,88.71,30.95,32.12,10022.48,111.36,1269.96,656.45,76.22,345.74,20.36,1002.19,96.58,99.42,10.21,82.31,15.96,7.91,4.26,44,10,4,5,7,7,7,4,50,88.0,21.0
10753,Gjivai Zechiël,G. Zechiël,737898,2004-06-01,Sparta Rotterdam,NED - Eredivisie,2024/2025,95,Midfield,85.0,27.89,28.58,11044.06,122.71,1834.68,623.12,54.26,153.13,8.34,776.25,62.6,113.16,4.1,93.97,13.9,2.51,0.66,29,5,3,7,5,3,3,3,46,63.0,21.0
10754,Silvio Merkaj,S. Merkaj,738168,1997-12-04,FC Südtirol,ITA - Serie B,2023/2024,28,Center Forward,82.48,30.11,30.82,10952.03,121.69,1659.04,732.16,75.05,350.26,18.67,1082.42,93.72,106.81,6.3,86.56,15.76,5.09,1.45,39,6,4,7,7,7,7,1,50,78.0,28.0
10755,Silvio Merkaj,S. Merkaj,738168,1997-12-04,FC Südtirol,ITA - Serie B,2024/2025,95,Center Forward,81.51,30.22,31.54,10603.01,117.81,1488.57,695.09,71.44,322.34,17.93,1017.43,89.37,99.63,7.86,79.95,15.59,5.46,1.95,44,10,4,7,7,7,7,2,50,88.0,28.0
10756,Rachid Kouda,R. Kouda,738169,2002-07-25,Spezia Calcio,ITA - Serie B,2023/2024,28,Midfield,75.0,27.88,27.88,9959.48,110.66,1551.43,687.39,61.92,169.21,10.32,856.6,72.24,112.57,7.2,87.36,21.36,4.32,0.48,28,3,4,0,7,3,4,7,46,61.0,23.0
10757,Rachid Kouda,R. Kouda,738169,2002-07-25,Spezia Calcio,ITA - Serie B,2023/2024,28,Wide Attacker,78.44,27.49,27.82,9487.21,105.41,1371.64,642.87,64.91,149.82,10.49,792.69,75.4,110.64,10.33,86.87,20.65,7.38,2.46,15,0,1,0,3,0,1,10,56,27.0,23.0
10758,Alessandro Marcandalli,A. Marcandalli,738173,2002-10-25,AC Reggiana 1919,ITA - Serie B,2023/2024,28,Central Defender,97.75,30.38,33.2,9106.3,101.18,997.15,314.82,36.15,121.35,7.09,436.17,43.24,92.04,6.02,72.61,12.31,4.05,1.32,31,12,1,1,0,5,5,7,51,61.0,23.0
10759,Nick Fichtinger,N. Fichtinger,738212,2004-04-06,PEC Zwolle,NED - Eredivisie,2024/2025,95,Midfield,86.4,27.62,28.42,11444.5,127.16,1941.96,526.02,42.32,128.64,6.25,654.66,48.57,119.79,3.91,105.72,13.54,1.82,0.39,23,5,1,10,1,2,1,3,46,50.0,21.0
10760,Tommaso Biasci,T. Biasci,738406,1994-11-10,US Catanzaro 1929,ITA - Serie B,2023/2024,28,Center Forward,75.6,29.25,31.26,10016.58,111.3,1337.97,513.13,52.69,180.76,10.46,693.89,63.15,98.37,6.89,83.64,13.41,5.01,2.19,18,6,1,5,1,3,1,1,50,36.0,31.0
10761,Tommaso Biasci,T. Biasci,738406,1994-11-10,US Catanzaro 1929,ITA - Serie B,2024/2025,95,Center Forward,73.28,27.6,29.06,9715.69,107.95,1126.4,388.64,41.31,117.23,7.15,505.87,48.45,96.91,5.25,79.83,13.62,2.68,1.12,1,0,0,1,0,0,0,0,50,2.0,31.0
10762,Panos Katseris,P. Katseris,738411,2001-07-05,FC Lorient,FRA - Ligue 1,2023/2024,28,Full Back,81.95,30.84,31.7,11201.68,124.46,1754.91,740.59,68.73,284.45,15.28,1025.03,84.02,118.15,9.52,99.12,20.87,7.32,2.56,49,10,4,7,7,7,7,7,53,92.0,24.0
10763,Panos Katseris,P. Katseris,738411,2001-07-05,US Catanzaro 1929,ITA - Serie B,2023/2024,28,Full Back,81.51,31.76,33.32,10172.34,113.03,1370.98,634.74,65.24,322.16,16.1,956.9,81.34,111.62,9.11,94.78,19.23,6.9,3.68,49,14,4,5,5,7,7,7,53,92.0,24.0
10764,Francesco Amatucci,F. Amatucci,738983,2001-06-15,AS Cittadella,ITA - Serie B,2023/2024,28,Midfield,86.72,27.14,28.82,11144.19,123.82,2028.58,636.59,53.2,126.24,7.65,762.83,60.85,116.9,3.77,97.34,15.13,2.62,0.6,27,5,3,7,5,2,2,3,46,59.0,24.0
10765,Francesco Amatucci,F. Amatucci,738983,2001-06-15,AS Cittadella,ITA - Serie B,2024/2025,95,Midfield,92.66,27.65,29.16,11092.73,123.25,2007.61,668.43,54.96,138.54,7.65,806.97,62.61,115.14,4.41,97.13,13.76,2.99,0.53,31,7,3,7,5,2,2,5,46,67.0,24.0
10766,Filippo Pittarello,F. Pittarello,738984,1996-10-09,AS Cittadella,ITA - Serie B,2023/2024,28,Center Forward,82.38,27.49,28.84,9890.06,109.89,1289.75,576.51,53.83,140.68,8.66,717.19,62.48,94.84,8.32,76.9,15.34,5.38,1.81,11,0,1,3,3,1,1,2,50,22.0,29.0
10767,Filippo Pittarello,F. Pittarello,738984,1996-10-09,US Catanzaro 1929,ITA - Serie B,2024/2025,95,Center Forward,87.19,28.03,28.96,9053.74,100.6,1047.81,410.36,43.17,119.55,7.69,529.91,50.86,91.12,6.19,74.04,13.79,3.85,0.84,0,0,0,0,0,0,0,0,50,0.0,29.0
10768,Lorenzo Carissoni,L. Carissoni,738985,1997-02-07,AS Cittadella,ITA - Serie B,2024/2025,95,Central Defender,97.75,28.45,29.28,10268.95,114.1,1533.63,587.74,50.84,177.96,10.46,765.7,61.29,107.92,6.31,87.66,12.76,4.8,1.58,39,0,4,7,7,7,7,7,51,76.0,28.0
10769,Lorenzo Carissoni,L. Carissoni,738985,1997-02-07,AS Cittadella,ITA - Serie B,2023/2024,28,Full Back,96.02,28.22,29.96,10680.22,118.67,1814.77,732.82,61.35,181.77,10.86,914.59,72.21,116.55,7.47,95.25,18.84,5.27,0.84,22,0,3,7,7,1,1,3,53,42.0,28.0
10770,Lorenzo Carissoni,L. Carissoni,738985,1997-02-07,AS Cittadella,ITA - Serie B,2024/2025,95,Full Back,98.54,27.79,28.38,10658.98,118.43,1840.94,740.05,58.94,170.37,9.99,910.42,68.93,117.15,7.67,98.58,17.96,5.36,1.16,21,0,3,7,7,0,1,3,53,40.0,28.0
10771,Andrea Tessiore,A. Tessiore,738987,1999-10-01,AS Cittadella,ITA - Serie B,2023/2024,28,Midfield,76.71,28.3,28.3,11569.42,128.55,2206.41,845.21,73.91,189.36,12.44,1034.57,86.35,114.51,5.63,91.04,15.49,3.99,0.47,39,3,4,10,7,4,4,7,46,85.0,26.0
10772,Natan  Girma,N. Girma,738989,2001-12-11,AC Reggiana 1919,ITA - Serie B,2023/2024,28,Midfield,71.11,28.93,29.28,10705.81,118.95,1804.16,756.45,69.24,253.66,12.66,1010.1,81.9,108.84,6.69,85.7,20.07,5.06,1.99,38,7,4,5,7,4,4,7,46,83.0,24.0
10773,Natan  Girma,N. Girma,738989,2001-12-11,AC Reggiana 1919,ITA - Serie B,2023/2024,28,Wide Attacker,83.93,27.73,28.22,10516.91,116.85,1578.3,727.43,67.69,194.62,12.6,922.05,80.29,110.98,9.25,85.25,20.37,6.43,2.41,25,0,2,5,7,1,3,7,56,45.0,24.0
10774,André Lourenço Duarte,André Duarte,738990,1997-09-12,NK Osijek,CRO - 1.HNL,2023/2024,28,Central Defender,96.89,29.49,32.28,8936.87,99.3,956.2,303.26,30.81,96.96,5.38,400.22,36.19,98.91,4.52,77.55,11.66,2.82,1.06,17,12,1,1,0,1,1,1,51,33.0,28.0
10775,Davide Guglielmotti,D. Guglielmotti,738993,1994-03-24,Calcio Lecco 1912,ITA - Serie B,2023/2024,28,Full Back,93.72,30.4,30.4,10066.35,111.85,1392.59,562.53,60.88,297.3,14.98,859.83,75.86,108.89,8.07,85.85,21.51,5.95,2.88,29,4,2,3,1,7,7,5,53,55.0,31.0
10776,Davide Di Molfetta,D. Di Molfetta,738997,1996-06-23,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Midfield,76.49,26.5,27.86,10821.03,120.23,1812.31,606.21,50.23,92.3,5.66,698.51,55.89,116.05,4.04,93.25,15.89,2.72,0.66,20,3,2,5,5,1,1,3,46,43.0,29.0
10777,Davide Balestrero,D. Balestrero,738999,1995-10-06,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Central Defender,94.77,28.48,30.44,9563.31,106.26,1175.78,421.64,38.12,126.1,6.65,547.73,44.77,101.14,4.68,81.87,11.87,3.8,0.61,32,6,3,5,7,5,3,3,51,63.0,30.0
10778,Davide Balestrero,D. Balestrero,738999,1995-10-06,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Midfield,96.48,28.09,28.98,10781.2,119.79,1836.12,704.51,57.62,179.89,10.33,884.4,67.95,112.73,3.87,99.02,14.14,2.58,0.65,31,5,4,5,7,3,4,3,46,67.0,30.0
10779,Federico Bergonzi,F. Bergonzi,739000,2001-01-12,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Central Defender,97.96,28.19,30.58,9717.75,107.97,1183.68,372.76,34.54,97.57,5.63,470.32,40.18,98.85,3.37,79.07,9.0,2.33,1.04,20,6,2,7,3,1,1,0,51,39.0,24.0
10780,Federico Bergonzi,F. Bergonzi,739000,2001-01-12,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Full Back,97.02,28.25,29.2,10089.57,112.11,1455.61,601.65,50.34,161.1,9.28,762.74,59.61,109.46,5.87,91.65,15.58,4.39,1.36,7,0,1,3,3,0,0,0,53,13.0,24.0
10781,Loris Bacchetti,L. Bacchetti,739002,1993-02-06,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Central Defender,97.13,28.53,29.12,9311.17,103.46,1111.16,317.97,29.39,94.78,5.43,412.75,34.81,102.59,3.44,79.95,10.99,1.59,0.66,6,0,1,3,0,1,1,0,51,12.0,32.0
10782,Alessandro Pilati,A. Pilati,739003,2000-03-26,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Central Defender,97.03,28.57,30.3,9523.01,105.81,1207.61,402.41,36.42,107.84,6.0,510.25,42.42,98.07,4.27,76.74,11.07,2.54,0.49,26,6,3,5,5,3,3,1,51,51.0,25.0
10783,Mattia Tonetto,M. Tonetto,739007,2001-03-26,AC FeralpiSalò,ITA - Serie B,2023/2024,28,Full Back,89.95,29.18,29.18,10130.45,112.56,1435.14,590.31,52.83,175.89,9.81,766.2,62.63,115.46,7.0,96.25,19.21,5.0,1.6,12,0,1,5,3,1,1,1,53,23.0,24.0
10784,Erivaldo Almeida Santos Junior,Erivaldo Almeida,739247,2000-01-15,Amadora,POR - Primeira Liga,2023/2024,28,Central Defender,99.85,27.86,27.86,9356.76,103.96,1139.49,329.53,31.37,73.73,5.23,403.26,36.59,105.64,4.69,76.43,10.64,3.79,0.72,9,0,1,3,1,0,1,3,51,18.0,25.0
10785,Tommaso Corazza,T. Corazza,739872,2004-06-29,Sportiva Salernitana,ITA - Serie B,2024/2025,95,Full Back,87.57,28.87,29.2,10364.07,115.16,1575.16,684.98,57.04,227.47,12.16,912.45,69.2,110.82,4.45,88.21,16.1,3.25,1.37,23,0,3,7,7,3,3,0,53,43.0,21.0
10786,Touré Bazoumana,T. Bazoumana,741380,2006-03-02,TSG 1899 Hoffenheim,GER - Bundesliga,2024/2025,95,Wide Attacker,79.01,31.08,31.08,10392.43,115.47,1486.52,710.57,69.94,290.47,16.4,1001.04,86.34,113.45,9.34,92.27,21.64,7.06,3.65,36,4,3,5,5,5,7,7,56,64.0,19.0
10787,Malick Junior Yalcouyé,M. Yalcouyé,741384,2005-11-18,SK Sturm Graz,AUT - Bundesliga,2024/2025,95,Midfield,89.96,29.18,29.42,10730.64,119.23,1830.9,775.64,75.2,278.78,16.67,1054.42,91.87,123.22,6.34,104.54,18.17,4.5,1.33,38,7,4,5,7,4,4,7,46,83.0,20.0
10788,Malick Junior Yalcouyé,M. Yalcouyé,741384,2005-11-18,SK Sturm Graz,AUT - Bundesliga,2024/2025,95,Wide Attacker,85.67,29.06,30.14,11049.96,122.78,1973.56,888.47,83.64,285.84,17.21,1174.31,100.86,126.47,9.78,103.36,22.71,7.52,2.42,37,0,4,7,7,5,7,7,56,66.0,20.0
10789,Alessandro Arena,A. Arena,742701,2000-08-03,Pisa Sporting Club,ITA - Serie B,2023/2024,28,Wide Attacker,78.95,28.39,29.0,10328.62,114.76,1661.42,620.84,58.82,189.35,10.6,810.19,69.43,121.86,7.87,101.23,18.24,4.9,1.94,14,0,1,5,1,1,1,5,56,25.0,25.0
10790,Mateus Lusuardi,Mateus Lusuardi,743351,2004-01-08,Frosinone,ITA - Serie B,2024/2025,95,Central Defender,97.19,27.16,27.88,9131.84,101.46,943.81,297.24,29.98,65.98,4.75,363.22,34.72,86.46,4.4,74.43,7.87,2.89,0.46,2,0,0,1,0,0,0,1,51,4.0,21.0
10791,Pau Navarro Badenes,Pau Navarro,743572,2005-04-25,Villarreal CF,ESP - LaLiga,2024/2025,95,Full Back,85.62,28.68,28.68,9206.87,102.3,1013.52,361.39,38.89,98.18,6.52,459.57,45.41,105.54,6.52,86.41,17.45,4.84,1.89,1,0,0,0,0,0,0,1,53,2.0,20.0
10792,Jacopo Manconi,J. Manconi,743574,1994-04-24,Modena FC,ITA - Serie B,2023/2024,28,Center Forward,83.09,29.19,29.68,10358.54,115.09,1410.73,492.99,50.91,190.64,10.37,683.63,61.28,90.52,6.19,75.05,12.38,5.42,1.86,13,0,1,7,1,3,1,0,50,26.0,31.0
10793,Jacopo Manconi,J. Manconi,743574,1994-04-24,Modena FC,ITA - Serie B,2023/2024,28,Wide Attacker,82.53,28.76,28.76,10396.93,115.52,1341.6,525.87,57.8,168.82,10.69,694.68,68.49,90.73,7.63,73.29,15.27,6.33,3.05,11,0,0,5,0,0,1,5,56,20.0,31.0
10794,Chrisantus Ugonna Uche,C. Uche,745627,2003-05-19,Getafe CF,ESP - LaLiga,2024/2025,95,Center Forward,91.31,28.19,29.62,10521.05,116.9,1614.89,659.82,60.94,186.99,11.83,846.81,72.77,112.25,8.99,89.17,19.54,7.07,2.44,26,0,3,7,7,3,3,3,50,52.0,22.0
10795,Chrisantus Ugonna Uche,C. Uche,745627,2003-05-19,Getafe CF,ESP - LaLiga,2024/2025,95,Midfield,85.39,28.53,28.84,10639.44,118.22,1644.94,570.21,54.46,152.83,10.89,723.04,65.35,108.39,4.57,87.31,16.51,3.69,1.23,27,5,2,5,3,3,4,5,46,59.0,22.0
10796,Vinicius Mendonça Pereira,Vinicinho,748003,2004-02-20,Red Bull Bragantino,BRA - Série A,2024/2024,29,Wide Attacker,74.66,29.88,30.34,9845.09,109.39,1362.15,587.25,61.88,276.85,13.66,864.1,75.54,102.26,9.04,80.56,18.89,7.23,2.61,23,4,2,1,1,5,3,7,56,41.0,21.0
10797,Lasse Flø Borregaard,L. Flø Borregaard,749127,2005-10-15,Vejle Boldklub,DEN - Superliga,2024/2025,95,Full Back,81.13,29.77,30.0,10301.91,114.47,1408.84,564.46,61.38,248.86,13.68,813.32,75.06,124.8,9.43,102.24,24.41,7.03,1.66,25,0,2,5,1,5,5,7,53,47.0,20.0
10798,Mahamadou Diarra,M. Diarra,749989,2003-11-30,WSG Swarovski Tirol,AUT - Bundesliga,2023/2024,28,Center Forward,87.83,28.76,29.88,10397.73,115.53,1509.91,738.38,69.17,218.48,14.93,956.86,84.1,104.01,10.39,81.03,22.84,7.9,2.34,32,0,4,7,7,3,7,4,50,64.0,22.0
10799,Mahamadou Diarra,M. Diarra,749989,2003-11-30,WSG Swarovski Tirol,AUT - Bundesliga,2024/2025,95,Center Forward,75.25,29.05,30.02,10914.97,121.28,1674.87,783.99,73.11,216.93,14.35,1000.91,87.46,110.18,9.42,88.95,20.78,6.73,0.75,35,4,4,7,7,3,7,3,50,70.0,22.0
